frame_idx,time_s,label,path
305,10.1667,-1,ch1/00305.png
306,10.2000,-1,ch1/00306.png
307,10.2333,-1,ch1/00307.png
308,10.2667,-1,ch1/00308.png
309,10.3000,-1,ch1/00309.png
310,10.3333,-1,ch1/00310.png
311,10.3667,-1,ch1/00311.png
312,10.4000,-1,ch1/00312.png
313,10.4333,-1,ch1/00313.png
314,10.4667,-1,ch1/00314.png
315,10.5000,-1,ch1/00315.png
316,10.5333,-1,ch1/00316.png
317,10.5667,-1,ch1/00317.png
318,10.6000,-1,ch1/00318.png
319,10.6333,-1,ch1/00319.png
320,10.6667,-1,ch1/00320.png
321,10.7000,-1,ch1/00321.png
322,10.7333,-1,ch1/00322.png
323,10.7667,-1,ch1/00323.png
324,10.8000,-1,ch1/00324.png
325,10.8333,-1,ch1/00325.png
326,10.8667,-1,ch1/00326.png
327,10.9000,-1,ch1/00327.png
328,10.9333,-1,ch1/00328.png
329,10.9667,-1,ch1/00329.png
330,11.0000,-1,ch1/00330.png
331,11.0333,-1,ch1/00331.png
332,11.0667,-1,ch1/00332.png
333,11.1000,-1,ch1/00333.png
334,11.1333,-1,ch1/00334.png
335,11.1667,-1,ch1/00335.png
336,11.2000,-1,ch1/00336.png
337,11.2333,-1,ch1/00337.png
338,11.2667,-1,ch1/00338.png
339,11.3000,-1,ch1/00339.png
340,11.3333,-1,ch1/00340.png
341,11.3667,-1,ch1/00341.png
342,11.4000,-1,ch1/00342.png
343,11.4333,-1,ch1/00343.png
344,11.4667,-1,ch1/00344.png
345,11.5000,-1,ch1/00345.png
346,11.5333,-1,ch1/00346.png
347,11.5667,-1,ch1/00347.png
348,11.6000,-1,ch1/00348.png
349,11.6333,-1,ch1/00349.png
350,11.6667,-1,ch1/00350.png
351,11.7000,-1,ch1/00351.png
352,11.7333,-1,ch1/00352.png
353,11.7667,-1,ch1/00353.png
354,11.8000,-1,ch1/00354.png
355,11.8333,-1,ch1/00355.png
356,11.8667,-1,ch1/00356.png
357,11.9000,-1,ch1/00357.png
358,11.9333,-1,ch1/00358.png
359,11.9667,-1,ch1/00359.png
360,12.0000,-1,ch1/00360.png
361,12.0333,-1,ch1/00361.png
362,12.0667,-1,ch1/00362.png
363,12.1000,-1,ch1/00363.png
364,12.1333,-1,ch1/00364.png
365,12.1667,-1,ch1/00365.png
366,12.2000,-1,ch1/00366.png
367,12.2333,-1,ch1/00367.png
368,12.2667,-1,ch1/00368.png
369,12.3000,-1,ch1/00369.png
370,12.3333,-1,ch1/00370.png
371,12.3667,-1,ch1/00371.png
372,12.4000,-1,ch1/00372.png
373,12.4333,-1,ch1/00373.png
374,12.4667,-1,ch1/00374.png
375,12.5000,-1,ch1/00375.png
376,12.5333,-1,ch1/00376.png
377,12.5667,-1,ch1/00377.png
378,12.6000,-1,ch1/00378.png
379,12.6333,-1,ch1/00379.png
380,12.6667,-1,ch1/00380.png
381,12.7000,-1,ch1/00381.png
382,12.7333,-1,ch1/00382.png
383,12.7667,-1,ch1/00383.png
384,12.8000,-1,ch1/00384.png
385,12.8333,-1,ch1/00385.png
386,12.8667,-1,ch1/00386.png
387,12.9000,-1,ch1/00387.png
388,12.9333,-1,ch1/00388.png
389,12.9667,-1,ch1/00389.png
390,13.0000,-1,ch1/00390.png
391,13.0333,-1,ch1/00391.png
392,13.0667,-1,ch1/00392.png
393,13.1000,-1,ch1/00393.png
394,13.1333,-1,ch1/00394.png
395,13.1667,-1,ch1/00395.png
396,13.2000,-1,ch1/00396.png
397,13.2333,-1,ch1/00397.png
398,13.2667,-1,ch1/00398.png
399,13.3000,-1,ch1/00399.png
400,13.3333,-1,ch1/00400.png
401,13.3667,-1,ch1/00401.png
402,13.4000,-1,ch1/00402.png
403,13.4333,-1,ch1/00403.png
404,13.4667,-1,ch1/00404.png
405,13.5000,-1,ch1/00405.png
406,13.5333,-1,ch1/00406.png
407,13.5667,-1,ch1/00407.png
408,13.6000,-1,ch1/00408.png
409,13.6333,-1,ch1/00409.png
410,13.6667,-1,ch1/00410.png
411,13.7000,-1,ch1/00411.png
412,13.7333,-1,ch1/00412.png
413,13.7667,-1,ch1/00413.png
414,13.8000,-1,ch1/00414.png
415,13.8333,-1,ch1/00415.png
416,13.8667,-1,ch1/00416.png
417,13.9000,-1,ch1/00417.png
418,13.9333,-1,ch1/00418.png
419,13.9667,-1,ch1/00419.png
420,14.0000,-1,ch1/00420.png
421,14.0333,-1,ch1/00421.png
422,14.0667,-1,ch1/00422.png
423,14.1000,-1,ch1/00423.png
424,14.1333,-1,ch1/00424.png
425,14.1667,-1,ch1/00425.png
426,14.2000,-1,ch1/00426.png
427,14.2333,-1,ch1/00427.png
428,14.2667,-1,ch1/00428.png
429,14.3000,-1,ch1/00429.png
430,14.3333,-1,ch1/00430.png
431,14.3667,-1,ch1/00431.png
432,14.4000,-1,ch1/00432.png
433,14.4333,-1,ch1/00433.png
434,14.4667,-1,ch1/00434.png
435,14.5000,-1,ch1/00435.png
436,14.5333,-1,ch1/00436.png
437,14.5667,-1,ch1/00437.png
438,14.6000,-1,ch1/00438.png
439,14.6333,-1,ch1/00439.png
440,14.6667,-1,ch1/00440.png
441,14.7000,-1,ch1/00441.png
442,14.7333,-1,ch1/00442.png
443,14.7667,-1,ch1/00443.png
444,14.8000,-1,ch1/00444.png
445,14.8333,-1,ch1/00445.png
446,14.8667,-1,ch1/00446.png
447,14.9000,-1,ch1/00447.png
448,14.9333,-1,ch1/00448.png
449,14.9667,-1,ch1/00449.png
450,15.0000,-1,ch1/00450.png
451,15.0333,-1,ch1/00451.png
452,15.0667,-1,ch1/00452.png
453,15.1000,-1,ch1/00453.png
454,15.1333,-1,ch1/00454.png
455,15.1667,-1,ch1/00455.png
456,15.2000,-1,ch1/00456.png
457,15.2333,-1,ch1/00457.png
458,15.2667,-1,ch1/00458.png
459,15.3000,-1,ch1/00459.png
460,15.3333,-1,ch1/00460.png
461,15.3667,-1,ch1/00461.png
462,15.4000,-1,ch1/00462.png
463,15.4333,-1,ch1/00463.png
464,15.4667,-1,ch1/00464.png
465,15.5000,-1,ch1/00465.png
466,15.5333,-1,ch1/00466.png
467,15.5667,-1,ch1/00467.png
468,15.6000,-1,ch1/00468.png
469,15.6333,-1,ch1/00469.png
470,15.6667,-1,ch1/00470.png
471,15.7000,-1,ch1/00471.png
472,15.7333,-1,ch1/00472.png
473,15.7667,-1,ch1/00473.png
474,15.8000,-1,ch1/00474.png
475,15.8333,-1,ch1/00475.png
476,15.8667,-1,ch1/00476.png
477,15.9000,-1,ch1/00477.png
478,15.9333,-1,ch1/00478.png
479,15.9667,-1,ch1/00479.png
480,16.0000,-1,ch1/00480.png
481,16.0333,-1,ch1/00481.png
482,16.0667,-1,ch1/00482.png
483,16.1000,-1,ch1/00483.png
484,16.1333,-1,ch1/00484.png
485,16.1667,-1,ch1/00485.png
486,16.2000,-1,ch1/00486.png
487,16.2333,-1,ch1/00487.png
488,16.2667,-1,ch1/00488.png
489,16.3000,-1,ch1/00489.png
490,16.3333,-1,ch1/00490.png
491,16.3667,-1,ch1/00491.png
492,16.4000,-1,ch1/00492.png
493,16.4333,-1,ch1/00493.png
494,16.4667,-1,ch1/00494.png
495,16.5000,-1,ch1/00495.png
496,16.5333,-1,ch1/00496.png
497,16.5667,-1,ch1/00497.png
498,16.6000,-1,ch1/00498.png
499,16.6333,-1,ch1/00499.png
500,16.6667,-1,ch1/00500.png
501,16.7000,-1,ch1/00501.png
502,16.7333,-1,ch1/00502.png
503,16.7667,-1,ch1/00503.png
504,16.8000,-1,ch1/00504.png
505,16.8333,-1,ch1/00505.png
506,16.8667,-1,ch1/00506.png
507,16.9000,-1,ch1/00507.png
508,16.9333,-1,ch1/00508.png
509,16.9667,-1,ch1/00509.png
510,17.0000,-1,ch1/00510.png
511,17.0333,-1,ch1/00511.png
512,17.0667,-1,ch1/00512.png
513,17.1000,-1,ch1/00513.png
514,17.1333,-1,ch1/00514.png
515,17.1667,-1,ch1/00515.png
516,17.2000,-1,ch1/00516.png
517,17.2333,-1,ch1/00517.png
518,17.2667,-1,ch1/00518.png
519,17.3000,-1,ch1/00519.png
520,17.3333,-1,ch1/00520.png
521,17.3667,-1,ch1/00521.png
522,17.4000,-1,ch1/00522.png
523,17.4333,-1,ch1/00523.png
524,17.4667,-1,ch1/00524.png
525,17.5000,-1,ch1/00525.png
526,17.5333,-1,ch1/00526.png
527,17.5667,-1,ch1/00527.png
528,17.6000,-1,ch1/00528.png
529,17.6333,-1,ch1/00529.png
530,17.6667,-1,ch1/00530.png
531,17.7000,-1,ch1/00531.png
532,17.7333,-1,ch1/00532.png
533,17.7667,-1,ch1/00533.png
534,17.8000,-1,ch1/00534.png
535,17.8333,-1,ch1/00535.png
536,17.8667,-1,ch1/00536.png
537,17.9000,-1,ch1/00537.png
538,17.9333,-1,ch1/00538.png
539,17.9667,-1,ch1/00539.png
540,18.0000,-1,ch1/00540.png
541,18.0333,-1,ch1/00541.png
542,18.0667,-1,ch1/00542.png
543,18.1000,-1,ch1/00543.png
544,18.1333,-1,ch1/00544.png
545,18.1667,-1,ch1/00545.png
546,18.2000,-1,ch1/00546.png
547,18.2333,-1,ch1/00547.png
548,18.2667,-1,ch1/00548.png
549,18.3000,-1,ch1/00549.png
550,18.3333,-1,ch1/00550.png
551,18.3667,-1,ch1/00551.png
552,18.4000,-1,ch1/00552.png
553,18.4333,-1,ch1/00553.png
554,18.4667,-1,ch1/00554.png
555,18.5000,-1,ch1/00555.png
556,18.5333,-1,ch1/00556.png
557,18.5667,-1,ch1/00557.png
558,18.6000,-1,ch1/00558.png
559,18.6333,-1,ch1/00559.png
560,18.6667,-1,ch1/00560.png
561,18.7000,-1,ch1/00561.png
562,18.7333,-1,ch1/00562.png
563,18.7667,-1,ch1/00563.png
564,18.8000,-1,ch1/00564.png
565,18.8333,-1,ch1/00565.png
566,18.8667,-1,ch1/00566.png
567,18.9000,-1,ch1/00567.png
568,18.9333,-1,ch1/00568.png
569,18.9667,-1,ch1/00569.png
570,19.0000,-1,ch1/00570.png
571,19.0333,-1,ch1/00571.png
572,19.0667,-1,ch1/00572.png
573,19.1000,-1,ch1/00573.png
574,19.1333,-1,ch1/00574.png
575,19.1667,-1,ch1/00575.png
576,19.2000,-1,ch1/00576.png
577,19.2333,-1,ch1/00577.png
578,19.2667,-1,ch1/00578.png
579,19.3000,-1,ch1/00579.png
580,19.3333,-1,ch1/00580.png
581,19.3667,-1,ch1/00581.png
582,19.4000,-1,ch1/00582.png
583,19.4333,-1,ch1/00583.png
584,19.4667,-1,ch1/00584.png
585,19.5000,-1,ch1/00585.png
586,19.5333,-1,ch1/00586.png
587,19.5667,-1,ch1/00587.png
588,19.6000,-1,ch1/00588.png
589,19.6333,-1,ch1/00589.png
590,19.6667,-1,ch1/00590.png
591,19.7000,-1,ch1/00591.png
592,19.7333,-1,ch1/00592.png
593,19.7667,-1,ch1/00593.png
594,19.8000,-1,ch1/00594.png
595,19.8333,-1,ch1/00595.png
596,19.8667,-1,ch1/00596.png
597,19.9000,-1,ch1/00597.png
598,19.9333,-1,ch1/00598.png
599,19.9667,-1,ch1/00599.png
600,20.0000,-1,ch1/00600.png
601,20.0333,1,ch1/00601.png
602,20.0667,1,ch1/00602.png
603,20.1000,1,ch1/00603.png
604,20.1333,1,ch1/00604.png
605,20.1667,1,ch1/00605.png
606,20.2000,1,ch1/00606.png
607,20.2333,1,ch1/00607.png
608,20.2667,1,ch1/00608.png
609,20.3000,1,ch1/00609.png
610,20.3333,1,ch1/00610.png
611,20.3667,1,ch1/00611.png
612,20.4000,1,ch1/00612.png
613,20.4333,1,ch1/00613.png
614,20.4667,1,ch1/00614.png
615,20.5000,1,ch1/00615.png
616,20.5333,1,ch1/00616.png
617,20.5667,1,ch1/00617.png
618,20.6000,1,ch1/00618.png
619,20.6333,1,ch1/00619.png
620,20.6667,1,ch1/00620.png
621,20.7000,1,ch1/00621.png
622,20.7333,1,ch1/00622.png
623,20.7667,1,ch1/00623.png
624,20.8000,1,ch1/00624.png
625,20.8333,1,ch1/00625.png
626,20.8667,1,ch1/00626.png
627,20.9000,1,ch1/00627.png
628,20.9333,1,ch1/00628.png
629,20.9667,1,ch1/00629.png
630,21.0000,1,ch1/00630.png
631,21.0333,1,ch1/00631.png
632,21.0667,1,ch1/00632.png
633,21.1000,1,ch1/00633.png
634,21.1333,1,ch1/00634.png
635,21.1667,1,ch1/00635.png
636,21.2000,1,ch1/00636.png
637,21.2333,1,ch1/00637.png
638,21.2667,1,ch1/00638.png
639,21.3000,1,ch1/00639.png
640,21.3333,1,ch1/00640.png
641,21.3667,1,ch1/00641.png
642,21.4000,1,ch1/00642.png
643,21.4333,1,ch1/00643.png
644,21.4667,1,ch1/00644.png
645,21.5000,1,ch1/00645.png
646,21.5333,1,ch1/00646.png
647,21.5667,1,ch1/00647.png
648,21.6000,1,ch1/00648.png
649,21.6333,1,ch1/00649.png
650,21.6667,1,ch1/00650.png
651,21.7000,1,ch1/00651.png
652,21.7333,1,ch1/00652.png
653,21.7667,1,ch1/00653.png
654,21.8000,1,ch1/00654.png
655,21.8333,1,ch1/00655.png
656,21.8667,1,ch1/00656.png
657,21.9000,1,ch1/00657.png
658,21.9333,1,ch1/00658.png
659,21.9667,1,ch1/00659.png
660,22.0000,1,ch1/00660.png
661,22.0333,1,ch1/00661.png
662,22.0667,1,ch1/00662.png
663,22.1000,1,ch1/00663.png
664,22.1333,1,ch1/00664.png
665,22.1667,1,ch1/00665.png
666,22.2000,1,ch1/00666.png
667,22.2333,1,ch1/00667.png
668,22.2667,1,ch1/00668.png
669,22.3000,1,ch1/00669.png
670,22.3333,1,ch1/00670.png
671,22.3667,1,ch1/00671.png
672,22.4000,1,ch1/00672.png
673,22.4333,1,ch1/00673.png
674,22.4667,1,ch1/00674.png
675,22.5000,1,ch1/00675.png
676,22.5333,1,ch1/00676.png
677,22.5667,1,ch1/00677.png
678,22.6000,1,ch1/00678.png
679,22.6333,1,ch1/00679.png
680,22.6667,1,ch1/00680.png
681,22.7000,1,ch1/00681.png
682,22.7333,1,ch1/00682.png
683,22.7667,1,ch1/00683.png
684,22.8000,1,ch1/00684.png
685,22.8333,1,ch1/00685.png
686,22.8667,1,ch1/00686.png
687,22.9000,1,ch1/00687.png
688,22.9333,1,ch1/00688.png
689,22.9667,1,ch1/00689.png
690,23.0000,1,ch1/00690.png
691,23.0333,1,ch1/00691.png
692,23.0667,1,ch1/00692.png
693,23.1000,1,ch1/00693.png
694,23.1333,1,ch1/00694.png
695,23.1667,1,ch1/00695.png
696,23.2000,1,ch1/00696.png
697,23.2333,1,ch1/00697.png
698,23.2667,1,ch1/00698.png
699,23.3000,1,ch1/00699.png
700,23.3333,1,ch1/00700.png
701,23.3667,1,ch1/00701.png
702,23.4000,1,ch1/00702.png
703,23.4333,1,ch1/00703.png
704,23.4667,1,ch1/00704.png
705,23.5000,1,ch1/00705.png
706,23.5333,1,ch1/00706.png
707,23.5667,1,ch1/00707.png
708,23.6000,1,ch1/00708.png
709,23.6333,1,ch1/00709.png
710,23.6667,1,ch1/00710.png
711,23.7000,1,ch1/00711.png
712,23.7333,1,ch1/00712.png
713,23.7667,1,ch1/00713.png
714,23.8000,1,ch1/00714.png
715,23.8333,1,ch1/00715.png
716,23.8667,1,ch1/00716.png
717,23.9000,1,ch1/00717.png
718,23.9333,1,ch1/00718.png
719,23.9667,1,ch1/00719.png
720,24.0000,1,ch1/00720.png
721,24.0333,1,ch1/00721.png
722,24.0667,1,ch1/00722.png
723,24.1000,1,ch1/00723.png
724,24.1333,1,ch1/00724.png
725,24.1667,1,ch1/00725.png
726,24.2000,1,ch1/00726.png
727,24.2333,1,ch1/00727.png
728,24.2667,1,ch1/00728.png
729,24.3000,1,ch1/00729.png
730,24.3333,1,ch1/00730.png
731,24.3667,1,ch1/00731.png
732,24.4000,1,ch1/00732.png
733,24.4333,1,ch1/00733.png
734,24.4667,1,ch1/00734.png
735,24.5000,1,ch1/00735.png
736,24.5333,1,ch1/00736.png
737,24.5667,1,ch1/00737.png
738,24.6000,1,ch1/00738.png
739,24.6333,1,ch1/00739.png
740,24.6667,1,ch1/00740.png
741,24.7000,1,ch1/00741.png
742,24.7333,1,ch1/00742.png
743,24.7667,1,ch1/00743.png
744,24.8000,1,ch1/00744.png
745,24.8333,1,ch1/00745.png
746,24.8667,1,ch1/00746.png
747,24.9000,1,ch1/00747.png
748,24.9333,1,ch1/00748.png
749,24.9667,1,ch1/00749.png
750,25.0000,1,ch1/00750.png
751,25.0333,1,ch1/00751.png
752,25.0667,1,ch1/00752.png
753,25.1000,1,ch1/00753.png
754,25.1333,1,ch1/00754.png
755,25.1667,1,ch1/00755.png
756,25.2000,1,ch1/00756.png
